pin_nbr,pin,the_geom,low_address,high_address,street_direction,street_name,street_type,community,ward,status
20212090430000,20-21-209-043,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6324955789508,41.7751872192173],[-87.6331829499003,41.7751757678894],[-87.6331851477071,41.7752602917768],[-87.6324978056088,41.7752713673243],[-87.6324955789508,41.7751872192173]]]]}",6543,6543,S,HARVARD,,ENGLEWOOD,20,sold
20212100090000,20-21-210-009,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6310595098862,41.7754480490257],[-87.6315726387174,41.7754394938723],[-87.6315756195208,41.7755497777507],[-87.6315773817341,41.7756164748204],[-87.6310642514921,41.7756250299839],[-87.6310624873421,41.7755582231237],[-87.6310595098862,41.7754480490257]]]]}",6531,6531,S,YALE,AVE,ENGLEWOOD,20,sold
20212150160000,20-21-215-016,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6324566261316,41.7737140646466],[-87.6324567273527,41.77371823659],[-87.6317688287882,41.7737324246709],[-87.6317651697919,41.7735972184375],[-87.6324530890191,41.7735809997249],[-87.632453140227,41.7735830308144],[-87.6324566261316,41.7737140646466]]]]}",6626,6626,S,YALE,AVE,ENGLEWOOD,6,sold
20212150240000,20-21-215-024,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6331411843273,41.7735687846336],[-87.6331445250015,41.7736998175623],[-87.6324566261316,41.7737140646466],[-87.632453140227,41.7735830308144],[-87.6324530890191,41.7735809997249],[-87.6331411330977,41.7735667535443],[-87.6331411843273,41.7735687846336]]]]}",6627,6627,S,HARVARD,AVE,ENGLEWOOD,6,sold
20212160030000,20-21-216-003,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6310899752568,41.7741474404913],[-87.631093611298,41.7742846224819],[-87.6310974349711,41.7744247694523],[-87.6310021745217,41.7744262727965],[-87.630994714619,41.7741489987148],[-87.6310899752568,41.7741474404913]]]]}",225,225,W,66TH,ST,ENGLEWOOD,6,sold
20212160050000,20-21-216-005,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6308994539778,41.7741505568592],[-87.630906840154,41.7744278304956],[-87.6307785057222,41.7744298998321],[-87.6308832469832,41.7741508419661],[-87.6308994539778,41.7741505568592]]]]}",129,129,W,66TH,ST,ENGLEWOOD,6,sold
20212160130000,20-21-216-013,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6315087393326,41.7730551910618],[-87.6315126964674,41.7732033522018],[-87.6312377151776,41.7732063373521],[-87.6312935208565,41.7730575534695],[-87.6315087393326,41.7730551910618]]]]}",6647,,S,YALE,AVE,ENGLEWOOD,6,sold
20212160150000,20-21-216-015,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6315014404309,41.772783132086],[-87.6315050291256,41.7729180086011],[-87.6313452470097,41.772919776689],[-87.6313961431437,41.7727841353593],[-87.6315014404309,41.772783132086]]]]}",6657,6657,S,YALE,AVE,ENGLEWOOD,6,sold
20213100020000,20-21-310-002,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6380829639787,41.7704722413874],[-87.6380812123764,41.7704036041955],[-87.63851914001,41.7703960447475],[-87.6385208922865,41.7704646627275],[-87.6385226445657,41.7705332807066],[-87.6380847159986,41.7705408401607],[-87.6380829639787,41.7704722413874]]]]}",6805,6805,S,PARNELL,AVE,ENGLEWOOD,6,sold
20213160040000,20-21-316-004,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6407038333405,41.7683982713735],[-87.64070566182,41.7684668349208],[-87.6402499314662,41.7684744599887],[-87.6402481040627,41.7684058415556],[-87.6407038333405,41.7683982713735]]]]}",6913,6913,S,LOWE,AVE,ENGLEWOOD,6,sold
20213220070000,20-21-322-007,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6430771113096,41.7664673969826],[-87.6430781364661,41.7665017068602],[-87.6426211804283,41.7665087302505],[-87.6426201555153,41.7664744203708],[-87.6430771113096,41.7664673969826]]]]}",7019,7019,S,EMERALD,AVE,ENGLEWOOD,6,sold
20213220080000,20-21-322-008,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6430752076135,41.7663987781078],[-87.6430771113096,41.7664673969826],[-87.6426201555153,41.7664744203708],[-87.642618178999,41.7664058010514],[-87.6430752076135,41.7663987781078]]]]}",7019,7019,S,EMERALD,AVE,ENGLEWOOD,6,sold
20213240130000,20-21-324-013,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6401836380245,41.7659629185791],[-87.6401818107267,41.7658943001162],[-87.6406373697128,41.7658872779989],[-87.6406391241894,41.7659558960164],[-87.6406409519756,41.7660245144751],[-87.640185465916,41.7660314821589],[-87.6401836380245,41.7659629185791]]]]}",7037,7039,S,LOWE,AVE,ENGLEWOOD,6,sold
20213240160000,20-21-324-016,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6403973511186,41.7654792629164],[-87.640394160293,41.7653591806429],[-87.6406232225222,41.765355512462],[-87.6406264013031,41.7654757318721],[-87.6406282290689,41.7655443503365],[-87.640630057428,41.7656129139177],[-87.6404009954643,41.7656164723403],[-87.640399174975,41.7655478813604],[-87.6403973511186,41.7654792629164]]]]}",622,624,W,71ST,ST,ENGLEWOOD,6,sold
20213250040000,20-21-325-004,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6389678153485,41.7665296289542],[-87.6389696880378,41.7666007175688],[-87.6385115551919,41.7666079919272],[-87.6385096830083,41.7665369033091],[-87.6389678153485,41.7665296289542]]]]}",7014,7014,S,PARNELL,AVE,ENGLEWOOD,6,sold
20213250050000,20-21-325-005,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6389665152825,41.7664802237475],[-87.6389678153485,41.7665296289542],[-87.6385096830083,41.7665369033091],[-87.6385083832939,41.7664874980999],[-87.6389665152825,41.7664802237475]]]]}",7022,7026,S,PARNELL,AVE,ENGLEWOOD,6,sold
20213270240000,20-21-327-024-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6365426666383,41.7665011698771],[-87.6365443295301,41.7665642987936],[-87.63608568365,41.7665715603659],[-87.6360840212079,41.7665084314463],[-87.6365426666383,41.7665011698771]]]]}",7018,7018,S,EGGLESTON,AVE,ENGLEWOOD,6,sold
20213270250000,20-21-327-025-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.636539028106,41.7663631645535],[-87.6365426666383,41.7665011698771],[-87.6360840212079,41.7665084314463],[-87.6360803836585,41.7663704261159],[-87.636539028106,41.7663631645535]]]]}",7020,7020,S,EGGLESTON,AVE,ENGLEWOOD,6,sold
20214000140000,20-21-400-014-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6331736728427,41.7720983704688],[-87.6331853943533,41.772571173996],[-87.6328922082183,41.7725764122575],[-87.6328804960261,41.7721029501304],[-87.6331736728427,41.7720983704688]]]]}",315,319,W,MARQUETTE,RD,ENGLEWOOD,6,sold
20214000340000,20-21-400-034,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6325010481305,41.7715866297312],[-87.6326843031992,41.7715835212659],[-87.6326957869476,41.7720508897267],[-87.632512606849,41.7720537242359],[-87.6325010481305,41.7715866297312]]]]}",318,320,W,NORMAL,PKWY,ENGLEWOOD,6,sold
20214000350000,20-21-400-035,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.632317793048,41.7715897379041],[-87.6325010481305,41.7715866297312],[-87.632512606849,41.7720537242359],[-87.6323293534249,41.7720565580056],[-87.632317793048,41.7715897379041]]]]}",316,316,W,NORMAL,PK,ENGLEWOOD,6,sold
20214020150000,20-21-402-015,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.628833452707,41.7725531318314],[-87.628836068032,41.7726491432601],[-87.6284808407812,41.7726555266044],[-87.628478225986,41.7725595151718],[-87.628833452707,41.7725531318314]]]]}",6702,,S,PERRY,AVE,GREATER GRAND CROSSING,6,sold
20214030050000,20-21-403-005,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6282237073966,41.7721069012395],[-87.6282274839008,41.7722440842211],[-87.6275878769828,41.7722552505157],[-87.627584175155,41.7721180679742],[-87.6282237073966,41.7721069012395]]]]}",6717,,S,PERRY,AVE,GREATER GRAND CROSSING,6,sold
20214130070000,20-21-413-007,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.632163975942,41.7680346625644],[-87.6321664347837,41.7681252942243],[-87.6316807169348,41.7681332511395],[-87.6316783314876,41.7680426748045],[-87.632163975942,41.7680346625644]]]]}",6929,,S,PRINCETON,AVE,GREATER GRAND CROSSING,6,sold
20214130080000,20-21-413-008,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6321615898167,41.7679440862327],[-87.632163975942,41.7680346625644],[-87.6316783314876,41.7680426748045],[-87.6316781713649,41.7680371852347],[-87.6316758727367,41.7679520980204],[-87.6321615898167,41.7679440862327]]]]}",6933,,S,PRINCETON,AVE,GREATER GRAND CROSSING,6,sold
20214150170000,20-21-415-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6291579971988,41.7673545729231],[-87.6292679136227,41.7673527218191],[-87.6292735758114,41.7675590178122],[-87.6291636590354,41.767560868919],[-87.6291579971988,41.7673545729231]]]]}",154,154,W,70TH,,GREATER GRAND CROSSING,6,sold
20214150230000,20-21-415-023,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6283680294811,41.768528293602],[-87.6290084724002,41.7685177317678],[-87.6290105799319,41.7685931579298],[-87.6290113061027,41.7686206053368],[-87.6283708621603,41.7686311671788],[-87.6283701362626,41.7686037197699],[-87.6283680294811,41.768528293602]]]]}",6914,,S,PERRY,AVE,GREATER GRAND CROSSING,6,sold
20222020210000,20-22-202-021,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6121323779492,41.7797964098022],[-87.6125803497106,41.7797884086701],[-87.6125818550959,41.7798569704567],[-87.6121338822422,41.7798650264727],[-87.6121323779492,41.7797964098022]]]]}",6312,6312,S,RHODES,AVE,WOODLAWN,20,sold
20222020260000,20-22-202-026,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.612124633477,41.7794535994662],[-87.6125726028524,41.7794455983451],[-87.6125741815482,41.7795141605957],[-87.6121262116956,41.7795221617192],[-87.612124633477,41.7794535994662]]]]}",6326,6326,S,RHODES,AVE,WOODLAWN,20,sold
20222050110000,20-22-205-011-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6089911146857,41.7795099019999],[-87.609439817886,41.7795019177243],[-87.6094413932444,41.7795704799909],[-87.6089926895662,41.7795784642688],[-87.6089911146857,41.7795099019999]]]]}",6323,6323,S,CHAMPLAIN,AVE,WOODLAWN,20,sold
20222050220000,20-22-205-022,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6089724599975,41.7786980785186],[-87.6089708968817,41.7786284734834],[-87.6094193727408,41.7786205976146],[-87.6094209375761,41.7786900928838],[-87.609422470448,41.7787559106031],[-87.6089739924109,41.7787638962401],[-87.6089724599975,41.7786980785186]]]]}",640,642,E,64TH,ST,WOODLAWN,20,sold
20222090190000,20-22-209-019,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6137331166501,41.7781626181722],[-87.61373469657,41.7782311804316],[-87.6132854898998,41.7782391234596],[-87.6132839837785,41.7781705616574],[-87.6137331166501,41.7781626181722]]]]}",6406,,S,EBERHART,AVE,WOODLAWN,20,sold
20222110210000,20-22-211-021,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6118238151971,41.7768267424687],[-87.6118253388212,41.7768936029532],[-87.6113773883904,41.7769014915396],[-87.6113758652317,41.776834631053],[-87.6118238151971,41.7768267424687]]]]}",6457,,S,RHODES,AVE,WOODLAWN,20,sold
20222110400000,20-22-211-040,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6108699041563,41.776843580125],[-87.6108683926127,41.7767757317604],[-87.6113156823357,41.7767678410049],[-87.6113171949665,41.7768356344856],[-87.6113187180643,41.7769024949725],[-87.611318952923,41.7769142420115],[-87.6108716621826,41.7769221327714],[-87.6108714274055,41.7769103857322],[-87.6108699041563,41.776843580125]]]]}",6454,6458,S,ST LAWRENCE,AVE,WOODLAWN,20,sold
20222120070000,20-22-212-007,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6101519160547,41.7778814538689],[-87.6105998740059,41.7778735152355],[-87.610601450585,41.777942077515],[-87.6101534921566,41.7779500161507],[-87.6101519160547,41.7778814538689]]]]}",6419,6419,S,ST LAWRENCE,AVE,WOODLAWN,20,sold
20222120290000,20-22-212-029,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6096461291405,41.7779589509912],[-87.6100948208642,41.7779510189507],[-87.610096323586,41.7780195807703],[-87.6096477047043,41.7780275132747],[-87.6096461291405,41.7779589509912]]]]}",6416,,S,CHAMPLAIN,AVE,WOODLAWN,20,sold
20222250440000,20-22-225-044,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6131748215245,41.7731024889565],[-87.6132503562016,41.7731010963007],[-87.6133162836242,41.7730999178138],[-87.6133236651264,41.7734429457214],[-87.6132577373525,41.7734441242097],[-87.6131821289582,41.7734455164076],[-87.6131748215245,41.7731024889565]]]]}",456,456,E,MARQUETTE,RD,WOODLAWN,20,sold
20222280420000,20-22-228-042,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6095350875166,41.7731683112048],[-87.6096300555647,41.773166604275],[-87.6097180575081,41.773164963162],[-87.6097260069717,41.7735079399575],[-87.6096380051764,41.7735095261908],[-87.6095430366224,41.7735112331231],[-87.6095350875166,41.7731683112048]]]]}",622,624,E,67,ST,WOODLAWN,20,sold
20223100100000,20-22-310-010,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6178363232668,41.770477334482],[-87.6178344458069,41.7704087703278],[-87.6184796961298,41.7703962663917],[-87.6184815742768,41.7704648305409],[-87.6184834524268,41.7705333946892],[-87.6184853305798,41.7706019588367],[-87.6180272958028,41.77061085352],[-87.6178401515072,41.7706144632444],[-87.6178382740413,41.7705458990919],[-87.6178363232668,41.770477334482]]]]}",6815,6821,S,PRAIRIE,AVE,GREATER GRAND CROSSING,20,sold
20224190330000,20-22-419-033,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6141932735051,41.7665671853638],[-87.614192410356,41.7665328762674],[-87.6146460802986,41.766524957465],[-87.6146469436895,41.76655926656],[-87.6146486710856,41.7666278298673],[-87.6141950004182,41.766635748674],[-87.6141932735051,41.7665671853638]]]]}",7032,7032,S,VERNON,AVE,GREATER GRAND CROSSING,6,sold
20224190340000,20-22-419-034,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6141916199015,41.7664986225117],[-87.6141900942843,41.7664382933465],[-87.6146437641731,41.7664303196658],[-87.6146452896028,41.7664907037105],[-87.6146460802986,41.766524957465],[-87.614192410356,41.7665328762674],[-87.6141916199015,41.7664986225117]]]]}",7032,7032,S,VERNON,AVE,GREATER GRAND CROSSING,6,sold
20231020130000,20-23-102-013,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6052141971724,41.7781098201341],[-87.605215767395,41.7781784373209],[-87.6052173376199,41.7782470545069],[-87.6052200752756,41.778368040131],[-87.6047783140368,41.7783723197276],[-87.6047755778327,41.7782512792178],[-87.6047740080788,41.7781826620296],[-87.6047724383272,41.7781140448405],[-87.604771665876,41.7780786386087],[-87.6052133517791,41.7780743585568],[-87.6052141971724,41.7781098201341]]]]}",6406,6416,S,MARYLAND,AVE,WOODLAWN,20,sold
20231020170000,20-23-102-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6047592838087,41.7775335990703],[-87.6052010392906,41.7775293195004],[-87.6052016099578,41.7775566562425],[-87.6052040224431,41.7776610094252],[-87.6047622660573,41.7776652889993],[-87.6047599276075,41.7775609362781],[-87.6047592838087,41.7775335990703]]]]}",6432,6434,S,MARYLAND,AVE,WOODLAWN,20,sold
20231030280000,20-23-103-028,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6034436890081,41.7781872257234],[-87.6034452573436,41.7782558429185],[-87.6029589107715,41.7782604908756],[-87.6029573429545,41.7781918736781],[-87.6034436890081,41.7781872257234]]]]}",6410,6410,S,DREXEL,AVE,WOODLAWN,20,sold
20231050440000,20-23-105-044,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6010053655163,41.7791637139351],[-87.6010085038763,41.7793003446268],[-87.6005510416967,41.7793048371816],[-87.600547977629,41.779168206953],[-87.6010053655163,41.7791637139351]]]]}",6338,6340,S,ELLIS,AVE,WOODLAWN,20,sold
20231050520000,20-23-105-052,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.600988396584,41.7784317039429],[-87.6009913571313,41.7785581796497],[-87.6005344134698,41.778562675453],[-87.6005315271408,41.7784362002094],[-87.600988396584,41.7784317039429]]]]}",6400,6402,S,ELLIS,AVE,WOODLAWN,20,sold
20231140220000,20-23-114-022-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6032540681303,41.7750777282499],[-87.603257037298,41.7752102963582],[-87.6027918233158,41.7752155719132],[-87.6027888619572,41.7750824001002],[-87.6032540681303,41.7750777282499]]]]}",6557,6559,S,DREXEL,AVE,WOODLAWN,20,sold
20231150190000,20-23-115-019,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.601556552112,41.7766038404745],[-87.6015592972298,41.776736462045],[-87.6013318915576,41.7767390199799],[-87.6013290002721,41.7766063974735],[-87.601556552112,41.7766038404745]]]]}",951,951,E,65TH,ST,WOODLAWN,20,sold
20231150360000,20-23-115-036,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6015250873922,41.7750953781434],[-87.6015278907684,41.7752293173794],[-87.6010673707428,41.7752344511926],[-87.6010644266862,41.775100071964],[-87.6015250873922,41.7750953781434]]]]}",948,950,E,MARQUETTE,RD,WOODLAWN,20,sold
20231170060000,20-23-117-006-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5996313670863,41.776211751763],[-87.5996328523915,41.7762808624685],[-87.5991711517151,41.776285981126],[-87.5991696669056,41.7762168704185],[-87.5996313670863,41.776211751763]]]]}",6519,6519,S,GREENWOOD,AVE,WOODLAWN,5,sold
20231170060000,20-23-117-006,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5996313670863,41.776211751763],[-87.5996328523915,41.7762808624685],[-87.5991711517151,41.776285981126],[-87.5991696669056,41.7762168704185],[-87.5996313670863,41.776211751763]]]]}",6519,6519,S,GREENWOOD,AVE,WOODLAWN,5,sold
20231170320000,20-23-117-032-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5991033849676,41.7755288375135],[-87.5991063600695,41.7756665650083],[-87.5986448104225,41.7756716825231],[-87.5986418363082,41.7755339550245],[-87.5991033849676,41.7755288375135]]]]}",6540,6542,S,UNIVERSITY,AVE,WOODLAWN,5,sold
20231170320000,20-23-117-032,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5991033849676,41.7755288375135],[-87.5991063600695,41.7756665650083],[-87.5986448104225,41.7756716825231],[-87.5986418363082,41.7755339550245],[-87.5991033849676,41.7755288375135]]]]}",6540,6542,S,UNIVERSITY,AVE,WOODLAWN,5,sold
20231180270000,20-23-118-027,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5978879379631,41.7755466947854],[-87.5978909167343,41.7756838734723],[-87.5974302467415,41.7756889917378],[-87.5974271223183,41.7755518121077],[-87.5978879379631,41.7755466947854]]]]}",6540,6540,S,MINERVA,AVE,WOODLAWN,20,sold
20232010230000,20-23-201-023,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5931868552803,41.7790689861029],[-87.5937919384837,41.7790630582853],[-87.5937932344318,41.7791161960463],[-87.5937964307992,41.7792528272843],[-87.5931910525273,41.7792587532215],[-87.593188004087,41.779122122922],[-87.5931868552803,41.7790689861029]]]]}",6344,6350,S,KENWOOD,AVE,WOODLAWN,20,sold
20232100090000,20-23-210-009,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5953361181901,41.7776495258535],[-87.5953391806048,41.7777853329411],[-87.5947360752094,41.7777924891331],[-87.594732940748,41.7776566815684],[-87.5953361181901,41.7776495258535]]]]}",6430,6432,S,KIMBARK,AVE,WOODLAWN,20,sold
20232100110000,20-23-210-011,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5953328411608,41.7775068566614],[-87.5953329981956,41.7775123462482],[-87.5947297487201,41.777519501486],[-87.5947296650558,41.7775140123702],[-87.5953328411608,41.7775068566614]]]]}",6434,6436,S,KIMBARK,AVE,WOODLAWN,20,sold
20232100150000,20-23-210-015,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5947178461252,41.7770039925872],[-87.5953213783801,41.7769973331919],[-87.595327358055,41.7772624150544],[-87.5951818633105,41.7772641148285],[-87.5951790576941,41.7771379143872],[-87.5947210862472,41.7771433684225],[-87.5947178461252,41.7770039925872]]]]}",6452,6454,S,KIMBARK,AVE,WOODLAWN,20,sold
20232110150000,20-23-211-015-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5959765024169,41.7760457586871],[-87.5959778376287,41.7761020251963],[-87.5953741671528,41.7761086871678],[-87.5953729057861,41.7760524211269],[-87.5959765024169,41.7760457586871]]]]}",6525,6525,S,WOODLAWN,AVE,WOODLAWN,20,sold
20232110150000,20-23-211-015,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5959765024169,41.7760457586871],[-87.5959778376287,41.7761020251963],[-87.5953741671528,41.7761086871678],[-87.5953729057861,41.7760524211269],[-87.5959765024169,41.7760457586871]]]]}",6525,6525,S,WOODLAWN,AVE,WOODLAWN,20,sold
20232110300000,20-23-211-030-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5951281746628,41.7765685316112],[-87.5951277344538,41.7765493736423],[-87.5953109926481,41.7765473676775],[-87.5953131495938,41.7766406324888],[-87.5953163428487,41.7767778125856],[-87.5951330839983,41.7767798185536],[-87.595129891134,41.7766426384549],[-87.5951281746628,41.7765685316112]]]]}",1219,1221,E,65TH,ST,WOODLAWN,20,sold
20232110400000,20-23-211-040,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5952940635787,41.7758175523108],[-87.5952972567774,41.7759547324271],[-87.5946936609816,41.7759613913044],[-87.5946904690693,41.775824211182],[-87.5952940635787,41.7758175523108]]]]}",6530,6532,S,KIMBARK,AVE,WOODLAWN,20,sold
20232130040000,20-23-213-004,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5928746155342,41.7782226662963],[-87.5928777303008,41.7783598459093],[-87.5922729330739,41.7783669782543],[-87.5922698929163,41.7782297991085],[-87.5928746155342,41.7782226662963]]]]}",6411,6415,S,KENWOOD,AVE,WOODLAWN,20,sold
20232130360000,20-23-213-036,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5921843246427,41.7776819261979],[-87.5921873646089,41.7778191053573],[-87.5916366935408,41.7778255955889],[-87.5916684156585,41.7776879822106],[-87.5921843246427,41.7776819261979]]]]}",6430,6430,S,DORCHESTER,AVE,WOODLAWN,20,sold
20232130390000,20-23-213-039,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5917245299716,41.7774443223074],[-87.5917276189076,41.7774307854608],[-87.5922141181832,41.7774888107024],[-87.5922130797519,41.7775025803332],[-87.5922097444979,41.7775438878061],[-87.5917151904686,41.7774848774913],[-87.5917245299716,41.7774443223074]]]]}",6442,6442,S,DORCHESTER,AVE,WOODLAWN,20,sold
20232130440000,20-23-213-044,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5922569994591,41.7769486270635],[-87.5922503960705,41.7770317913104],[-87.5922480872799,41.7770603719084],[-87.592030383676,41.7770353115787],[-87.5918241773395,41.7770115325328],[-87.5918433180871,41.776928504117],[-87.5918494926945,41.7769017048227],[-87.59205306302,41.7769251374996],[-87.5922569994591,41.7769486270635]]]]}",6460,6460,S,DORCHESTER,AVE,WOODLAWN,20,sold
20232130500000,20-23-213-050,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5919913542463,41.776285868786],[-87.5923098404285,41.7762820507469],[-87.5923011812562,41.7763909431801],[-87.5922957699718,41.7764597350514],[-87.5922902859886,41.7765284715668],[-87.5919446577103,41.7764886997388],[-87.5919601739561,41.7764211256967],[-87.5919757641181,41.776353497243],[-87.5919913542463,41.776285868786]]]]}",6512,6514,S,DORCHESTER,AVE,WOODLAWN,20,sold
20232190140000,20-23-219-014,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5885113606937,41.776140635172],[-87.5885193540808,41.7764827351866],[-87.5884446298874,41.7764834033118],[-87.5884366381676,41.776141193532],[-87.5885113606937,41.776140635172]]]]}",1508,,E,65TH,PL,WOODLAWN,5,sold
20232190160000,20-23-219-016,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5883633080369,41.7761418157582],[-87.5883712980966,41.7764841353032],[-87.5882232421087,41.776485535229],[-87.5882152553775,41.7761429961535],[-87.5883633080369,41.7761418157582]]]]}",1512,,E,65TH,PKWY,WOODLAWN,5,sold
20232210210000,20-23-221-021,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5877149715661,41.7752505456789],[-87.5878625114998,41.7752491430546],[-87.5878704645346,41.7755944262746],[-87.5877229250808,41.7755957191393],[-87.5877149715661,41.7752505456789]]]]}",1524,1526,E,MARQUETTE,RD,WOODLAWN,5,sold
20232240120000,20-23-224-012,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5922971266072,41.7736411933675],[-87.5927725176668,41.7736362454426],[-87.5927745893755,41.7737302233081],[-87.5922758057935,41.7737354045516],[-87.5922971266072,41.7736411933675]]]]}",6647,6647,S,KENWOOD,AVE,WOODLAWN,5,sold
20234230230000,20-23-423-023,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5886617973902,41.7672934665096],[-87.5886634964855,41.767362084856],[-87.5880742950836,41.7673671558178],[-87.5880725966163,41.7672985374679],[-87.5886617973902,41.7672934665096]]]]}",7016,7016,S,HARPER,AVE,SOUTH SHORE,5,sold
20234230240000,20-23-423-024,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5886600249901,41.7672248476874],[-87.5886617973902,41.7672934665096],[-87.5880725966163,41.7672985374679],[-87.5880709714587,41.7672299195928],[-87.5886600249901,41.7672248476874]]]]}",7018,7018,S,HARPER,AVE,SOUTH SHORE,5,sold
20261220180000,20-26-122-018,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5968181603057,41.7608950290618],[-87.5968198655128,41.76096386696],[-87.5963617247509,41.7609685582538],[-87.5963600194056,41.7608997752347],[-87.5968181603057,41.7608950290618]]]]}",7347,,S,UNIVERSITY,AVE,GREATER GRAND CROSSING,5,sold
20272090020000,20-27-209-002,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6134271045759,41.7636869135443],[-87.6134240202022,41.7635496793766],[-87.6138779648417,41.7635415457473],[-87.6138810501828,41.7636787799107],[-87.6138822794708,41.7637327953698],[-87.6134283334832,41.7637409290052],[-87.6134271045759,41.7636869135443]]]]}",7205,7205,S,VERNON,AVE,GREATER GRAND CROSSING,6,sold
20281060240000,20-28-106-024,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6364422702511,41.7644176391267],[-87.6364444329186,41.7645090922536],[-87.6359859470949,41.764516464196],[-87.635983931094,41.7644250668378],[-87.6364422702511,41.7644176391267]]]]}",7128,7128,S,EGGLESTON,,ENGLEWOOD,6,sold
20281090290000,20-28-109-029,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6421952139208,41.7627129445613],[-87.6421968239997,41.7627815068403],[-87.6416303518074,41.762790447118],[-87.6416287446894,41.762721665306],[-87.6421952139208,41.7627129445613]]]]}",7216,,S,UNION,,ENGLEWOOD,6,sold
