pin14,pin,geom,full_address,community,ward
20083090120000,20-08-309-012,01060000200F910100010000000103000000010000000500000040E17A9450CE3141E07A142E0F883C41606666E64FCE3141E07A142E28883C412085EB51CCCE3141C01E856B2B883C4100000000CDCE3141C01E856B12883C4140E17A9450CE3141E07A142E0F883C41,5235 S JUSTINE ST,NEW CITY,16
20093020350000,20-09-302-035,01060000200F9101000100000001030000000100000005000000C0F528DCCAE4314100295C8F8E8B3C4190C2F528CAE43141A0703D8AA78B3C4140E17A1447E5314140333333AB8B3C41D0CCCCCC47E5314180EB5138928B3C41C0F528DCCAE4314100295C8F8E8B3C41,5124 S LOWE AVE,NEW CITY,3
20093190350000,20-09-319-035,01060000200F9101000100000001030000000100000005000000400AD7A32FE63141A047E1FA6E873C41A09999992EE6314140E17A9494873C41E07A142EADE631418014AE4798873C41E07A142EAEE63141403333B372873C41400AD7A32FE63141A047E1FA6E873C41,5300 S WALLACE ST,NEW CITY,3
20093280120000,20-09-328-012,01060000200F91010001000000010300000001000000050000002085EB5126E3314140E17A141F833C4140E17A1423E331418014AE479B833C41F0285C0F3CE3314160B81E059C833C41D0CCCC4C3FE33141C0F528DC1F833C412085EB5126E3314140E17A141F833C41,725 W 54TH PL,NEW CITY,20
20093280120000,20-09-328-012-0000,01060000200F91010001000000010300000001000000050000002085EB5126E3314140E17A141F833C4140E17A1423E331418014AE479B833C41F0285C0F3CE3314160B81E059C833C41D0CCCC4C3FE33141C0F528DC1F833C412085EB5126E3314140E17A141F833C41,725 W 54TH PL,NEW CITY,20
20093280130000,20-09-328-013,01060000200F91010001000000010300000001000000070000008014AE4758E33141400AD7A320833C41D0CCCC4C3FE33141C0F528DC1F833C41F0285C0F3CE3314160B81E059C833C4150B81E0555E331418014AEC79C833C41A0703D0A5FE3314140E17A149D833C418014AE4762E3314100D7A3F020833C418014AE4758E33141400AD7A320833C41,723 W 54TH PL,NEW CITY,20
20093280130000,20-09-328-013-0000,01060000200F91010001000000010300000001000000070000008014AE4758E33141400AD7A320833C41D0CCCC4C3FE33141C0F528DC1F833C41F0285C0F3CE3314160B81E059C833C4150B81E0555E331418014AEC79C833C41A0703D0A5FE3314140E17A149D833C418014AE4762E3314100D7A3F020833C418014AE4758E33141400AD7A320833C41,723 W 54TH PL (FRONT & REAR),NEW CITY,20
20093290020000,20-09-329-002,01060000200F91010001000000010300000001000000050000003033333374E43141A047E17A74833C41F0285C8F73E43141A047E17A8D833C4150B81E85F1E431416066666691833C4190C2F528F2E431416066666678833C413033333374E43141A047E17A74833C41,5437 S UNION AVE,NEW CITY,20
20093290200000,20-09-329-020,01060000200F9101000100000001030000000100000005000000F051B81E68E63141608FC2F538833C4110D7A3F064E6314100000080B4833C41C01E85EB7DE63141205C8F42B5833C41A099991981E6314180EB51B839833C41F051B81E68E63141608FC2F538833C41,609 W 54TH PL,NEW CITY,20
20093290210000,20-09-329-021,01060000200F9101000100000001030000000100000005000000A099991981E6314180EB51B839833C41C01E85EB7DE63141205C8F42B5833C41C01E85EB96E6314160B81E05B6833C41A09999199AE63141000000803A833C41A099991981E6314180EB51B839833C41,607 W 54TH PL,NEW CITY,20
20094090090000,20-09-409-009,01060000200F9101000100000001030000000100000005000000F051B89E9CED3141C0CCCC4C16883C41608FC2F598ED3141403333B393883C41305C8FC2B0ED314180C2F5A894883C4110D7A370B4ED3141E051B81E17883C41F051B89E9CED3141C0CCCC4C16883C41,318 W 53RD ST,FULLER PARK,3
20094170010000,20-09-417-001,01060000200F9101000100000001030000000100000005000000305C8FC2B3EE3141A0703D0AC5873C41A0999919B3EE31412085EB51DE873C41D0A370BD39EF3141C0F528DCE3873C41606666663AEF3141A0999999CA873C41305C8FC2B3EE3141A0703D0AC5873C41,5301 S PRINCETON AVE,FULLER PARK,3
20094170020000,20-09-417-002,01060000200F9101000100000001030000000100000007000000303333B33AEF3141E051B89EBE873C41C0F5285C3BEF3141E051B89EA5873C4180EB51B8B4EE314100295C0FA0873C4140E17A14B4EE314100295C0FB9873C41305C8FC2B3EE3141A0703D0AC5873C41606666663AEF3141A0999999CA873C41303333B33AEF3141E051B89EBE873C41,5303 S PRINCETON AVE,FULLER PARK,3
20094170140000,20-09-417-014,01060000200F9101000100000001030000000100000005000000A0999919BDEE3141E07A142E60863C418014AE47BCEE3141A0703D8A7F863C41C0F528DC42EF314140E17A1485863C41E07A14AE43EF314180EB51B865863C41A0999919BDEE3141E07A142E60863C41,5337 S PRINCETON AVE,FULLER PARK,3
20101190130000,20-10-119-013,01060000200F9101000100000001030000000100000007000000A0703D0A64F93141E07A142EA78F3C41F0285C8FC2F83141E07A142EA28F3C418014AE47C2F83141E07A142EAC8F3C41A0999999C1F8314180C2F528C58F3C41A099991963F9314180C2F528CA8F3C41305C8FC263F93141E07A142EB18F3C41A0703D0A64F93141E07A142EA78F3C41,5006 S MICHIGAN AVE,GRAND BOULEVARD,3
20101200110000,20-10-120-011,01060000200F910100010000000103000000010000000B000000608FC275CEF93141608FC275BA8E3C418014AEC7CDF9314100D7A370D38E3C41A0999919CDF93141C01E856BEC8E3C41F0285C0FCDF93141C0CCCCCCED8E3C41D0CCCC4C6DFA3141205C8FC2F28E3C41703D0A576DFA314120AE4761F18E3C41000000006EFA314160666666D88E3C41E07A14AE6EFA3141C01E856BBF8E3C41C01E85EB6EFA31418014AE47B68E3C41303333B3CEF931412085EB51B18E3C41608FC275CEF93141608FC275BA8E3C41,5025 S MICHIGAN AVE,GRAND BOULEVARD,3
20103100360000,20-10-310-036,01060000200F910100010000000103000000010000000500000080EB5138B8FA3141E0A370BD1C873C41A0703D8AB7FA314180EB51B835873C412085EBD158FB3141000000003B873C410000008059FB314160B81E0522873C4180EB5138B8FA3141E0A370BD1C873C41,5320 S INDIANA AVE,WASHINGTON PARK,3
20103100410000,20-10-310-041,01060000200F9101000100000001030000000100000005000000305C8F42BCFA3141C0F528DC86863C41A0999999BBFA3141803D0AD79F863C4110AE47E15CFB3141E051B81EA5863C41F0285C8F5DFB3141400AD7238C863C41305C8F42BCFA3141C0F528DC86863C41,5336 S INDIANA AVE,WASHINGTON PARK,3
20143080290000,20-14-308-029,01060000200F9101000100000001030000000100000005000000606666E6410E324100295C8F4F723C4190C2F5A8400E324160B81E8581723C41D0A370BDEC0E324100D7A37085723C41A0703D0AEE0E3241A047E17A53723C41606666E6410E324100295C8F4F723C41,6140 S INGLESIDE AVE,WOODLAWN,20
20143080380000,20-14-308-038,01060000200F910100010000000103000000010000000C000000D0A3703DF10E324100295C0FD9713C4110AE47E1F10E3241E0A3703DC0713C4100000000190F324180C2F528C1713C4190C2F5A8190F3241E07A142EA0713C41503789C1F20E3241C0F3FD449F713C4140B6F31DC90E324160BC744B9E713C41C0F528DCAE0E3241E07A14AE9D713C41F0285C0FAE0E3241400AD7A3BE713C4110D7A370AD0E324100000080D7713C41703D0AD7AC0E3241803D0A57F0713C41A0999999F00E3241C0F528DCF1713C41D0A3703DF10E324100295C0FD9713C41,6160 S INGLESIDE AVE,WOODLAWN,20
20143090170000,20-14-309-017,01060000200F9101000100000001030000000100000005000000E07A142EAB103241400AD7A3CA713C41606666662910324140E17A94C7713C412085EBD12810324100000000DE713C41A0999999AA10324100295C0FE1713C41E07A142EAB103241400AD7A3CA713C41,6158 S ELLIS AVE,WOODLAWN,20
20143170170000,20-14-317-017,01060000200F9101000100000001030000000100000006000000F051B89E2414324160B81E8507713C41000000806F133241205C8F4203713C41D0CCCC4C6F133241E0A3703D0B713C41C0F528DC6E133241E0A3703D1C713C41B047E1FA231432410000008020713C41F051B89E2414324160B81E8507713C41,6212 S UNIVERSITY AVE,WOODLAWN,20
20143170190000,20-14-317-019,01060000200F910100010000000103000000010000000600000080EB51382714324100295C8FA3703C41A0703D0A721332418014AE479F703C4190C2F52871133241205C8F42C2703C418014AEC770133241205C8F42D1703C41C01E85EB2514324100000080D5703C4180EB51382714324100295C8FA3703C41,6220 S UNIVERSITY AVE,WOODLAWN,20
20144080030000,20-14-408-003,01060000200F910100010000000103000000010000000500000040E17A946D183241C0F528DC88733C41F051B89EC71732410000008085733C412085EB51C6173241608FC275B7733C418014AE476C183241803D0AD7BA733C4140E17A946D183241C0F528DC88733C41,6117 S KIMBARK AVE,WOODLAWN,20
20151050010000,20-15-105-001,01060000200F910100010000000103000000010000000500000030333333D4FB3141608FC2F5B0813C41C01E856BD3FB3141C0CCCCCCCE813C41C0F5285C5FFC314140333333D3813C41400AD72360FC3141E0A3703DB5813C4130333333D4FB3141608FC2F5B0813C41,5521 S INDIANA AVE,WASHINGTON PARK,20
20151050020000,20-15-105-002,01060000200F9101000100000001030000000100000005000000C0F528DCD4FB3141A047E1FA97813C4130333333D4FB3141608FC2F5B0813C41400AD72360FC3141E0A3703DB5813C41D0CCCCCC60FC3141205C8F429C813C41C0F528DCD4FB3141A047E1FA97813C41,5523 S INDIANA AVE,WASHINGTON PARK,20
20151070410000,20-15-107-041,01060000200F9101000100000001030000000100000005000000303333337DF73141E07A142EE67E3C41000000807CF7314180C2F528FF7E3C41E07A14AE1DF8314140E17A14047F3C4110AE47611EF83141A0999919EB7E3C41303333337DF73141E07A142EE67E3C41,5634 S WABASH AVE,WASHINGTON PARK,20
20151100080000,20-15-110-008,01060000200F9101000100000001030000000100000005000000305C8FC295FC314160B81E058A7F3C41D0A370BDF3FB314100000000857F3C4140E17A14F3FB3141000000009E7F3C41A099991995FC314160B81E05A37F3C41305C8FC295FC314160B81E058A7F3C41,5623 S INDIANA AVE,WASHINGTON PARK,20
20151110080000,20-15-111-008,01060000200F910100010000000103000000010000000A000000A099991953FE3141E0A370BDEF7E3C41D0CCCCCC53FE3141205C8FC2D67E3C418014AEC7B1FD3141205C8FC2D17E3C4140E17A14B1FD3141E0A370BDEA7E3C4160666666B0FD314180EB51B8037F3C4190C2F5A8AFFD31418014AE471E7F3C4190C2F5A839FE3141A047E17A227F3C41303333B351FE314180EB5138237F3C41C01E856B52FE314180EB51B8087F3C41A099991953FE3141E0A370BDEF7E3C41,5631 S PRAIRIE AVE,WASHINGTON PARK,20
20151120130000,20-15-112-013,01060000200F9101000100000001030000000100000005000000C01E85EB6FFF3141606666666B7E3C41305C8F426FFF314120AE4761847E3C41303333330D00324180EB5138897E3C41C0F528DC0D003241E0A3703D707E3C41C01E85EB6FFF3141606666666B7E3C41,5655 S CALUMET AVE,WASHINGTON PARK,20
20151120140000,20-15-112-014,01060000200F910100010000000103000000010000000500000010D7A3F00E003241A0703D8A467E3C410000000071FF314180C2F5A8417E3C41C01E85EB6FFF3141606666666B7E3C41C0F528DC0D003241E0A3703D707E3C4110D7A3F00E003241A0703D8A467E3C41,5659 S CALUMET AVE,WASHINGTON PARK,20
20151120250000,20-15-112-025,01060000200F9101000100000001030000000100000007000000D0A3703DD5003241803D0A57A87E3C4110AE47E1D5003241C0F5285C8F7E3C4130333333210032412085EBD1897E3C41F0285C8F20003241C0CCCCCCA27E3C41C01E85EB1F003241C0CCCCCCBB7E3C41A0999999D40032412085EB51C17E3C41D0A3703DD5003241803D0A57A87E3C41,5650 S DR MARTIN LUTHER KING JR DR,WASHINGTON PARK,20
20153050080000,20-15-305-008,01060000200F91010001000000010300000001000000050000002085EBD13C003241E0A370BDE7773C41400AD7239CFF3141606666E6E2773C41C01E856B9BFF314120AE47E1FB773C41A09999193C00324180EB51B800783C412085EBD13C003241E0A370BDE7773C41,5923 S CALUMET AVE,WASHINGTON PARK,20
20153050090000,20-15-305-009,01060000200F9101000100000001030000000100000005000000A0703D8A3D003241205C8FC2CE773C41C0F528DC9CFF3141C01E85EBC9773C41400AD7239CFF3141606666E6E2773C412085EBD13C003241E0A370BDE7773C41A0703D8A3D003241205C8FC2CE773C41,5925 S CALUMET AVE,WASHINGTON PARK,20
20154040260000,20-15-404-026,01060000200F910100010000000103000000010000000A000000608FC2753E06324140E17A94B1743C41D0A3703D3F06324160B81E0596743C412085EB51D4053241400AD7A392743C41400AD7A3CD05324100D7A3F098743C41A0703D0ACD053241608FC2F5AD743C4130333333CC05324100D7A3F0CA743C4110AE4761CB053241C01E85EBE7743C41D0CCCCCC3C063241A0703D8AEB743C41F051B89E3D06324140E17A94CE743C41608FC2753E06324140E17A94B1743C41,6044 S ST LAWRENCE AVE,WOODLAWN,20
20154080060000,20-15-408-006,01060000200F910100010000000103000000010000000500000010D7A3706C013241C0CCCC4C4F723C41F051B81E6B013241C0CCCC4C81723C41C01E85EBE401324120AE476185723C41D0A3703DE601324120AE476153723C4110D7A3706C013241C0CCCC4C4F723C41,6131 S DR MARTIN LUTHER KING JR DR,WOODLAWN,20
20154100210000,20-15-410-021,01060000200F9101000100000001030000000100000005000000D0A3703D860432412085EBD1B9723C41608FC275850432418014AEC7D7723C4180EB5138FC043241205C8FC2DB723C4100000000FD0432418014AEC7BD723C41D0A3703D860432412085EBD1B9723C41,6124 S RHODES AVE,WOODLAWN,20
20154110030000,20-15-411-003,01060000200F910100010000000103000000010000000500000050B81E053B053241606666E655733C4180EB51383A053241C0F528DC73733C4110AE4761B4053241608FC2F577733C4190C2F528B5053241A047E1FA59733C4150B81E053B053241606666E655733C41,6111 S RHODES AVE,WOODLAWN,20
20154110360000,20-15-411-036,01060000200F910100010000000103000000010000000700000050B81E8549063241606666E6B0713C41703D0AD74A063241606666E67E713C4110AE47E1D1053241C0F528DC7A713C41F0285C8FD0053241803D0AD7AC713C41D0CCCC4CD0053241803D0AD7B6713C41305C8F424906324120AE47E1BA713C4150B81E8549063241606666E6B0713C41,548 E 62ND ST/6156 S ST LAWRENCE AVE,WOODLAWN,20
20154190080000,20-15-419-008,01060000200F9101000100000001030000000100000005000000C01E856B5105324180C2F5A801703C41F051B89E50053241E051B89E1F703C4150B81E85CC053241205C8FC223703C412085EB51CD0532418014AEC705703C41C01E856B5105324180C2F5A801703C41,6229 S RHODES AVE,WOODLAWN,20
20161130280000,20-16-113-028,01060000200F9101000100000001030000000100000005000000305C8FC264E43141E0A370BD1D7C3C41C01E856BE8E33141608FC275197C3C41D0A370BDE7E33141608FC275317C3C41F051B81E64E4314180EB51B8357C3C41305C8FC264E43141E0A370BD1D7C3C41,5724 S UNION AVE,ENGLEWOOD,20
20161130300000,20-16-113-030,01060000200F910100010000000103000000010000000500000040E17A1466E4314100295C8FEC7B3C41D0CCCCCCE9E33141C0CCCC4CE87B3C41A0999919E9E331418014AE47017C3C41C01E856B65E43141A0703D8A057C3C4140E17A1466E4314100295C8FEC7B3C41,5730 S UNION AVE,ENGLEWOOD,20
20162010410000,20-16-201-041,01060000200F9101000100000001030000000100000005000000A0703D0A2FEE3141C0CCCCCC4F7E3C4110AE4761BAED3141606666E64C7E3C4100000080B9ED314120AE47616B7E3C41303333332EEE31418014AE476E7E3C41A0703D0A2FEE3141C0CCCCCC4F7E3C41,5643 S SHIELDS AVE,ENGLEWOOD,3
20162010630000,20-16-201-063,01060000200F910100010000000103000000010000000500000080EB5138A8EE314100D7A3F00A803C4150B81E852AEE3141C0F528DC07803C41C0F528DC29EE3141C01E85EB20803C41F0285C8FA7EE314160B81E0524803C4180EB5138A8EE314100D7A3F00A803C41,5566 S PRINCETON AVE,ENGLEWOOD,3
20162010840000,20-16-201-084,01060000200F910100010000000103000000010000000500000060666666B6EE314160B81E05EC7D3C4110AE47E141EE314160B81E85E87D3C41E07A142E41EE31418014AE47027E3C4180EB51B8B5EE31418014AEC7057E3C4160666666B6EE314160B81E05EC7D3C41,5652 S PRINCETON AVE,ENGLEWOOD,3
20162070290000,20-16-207-029,01060000200F9101000100000001030000000100000005000000000000008DF53141C0CCCC4C537F3C41D0CCCC4C8CF53141C0CCCC4C6C7F3C41703D0A57F0F53141205C8F426F7F3C41A0703D0AF1F53141205C8F42567F3C41000000008DF53141C0CCCC4C537F3C41,5621 S LAFAYETTE AVE,WASHINGTON PARK,3
20162070300000,20-16-207-030,01060000200F9101000100000001030000000100000005000000E07A14AE8DF531412085EB513B7F3C41000000008DF53141C0CCCC4C537F3C41A0703D0AF1F53141205C8F42567F3C41303333B3F1F531418014AE473E7F3C41E07A14AE8DF531412085EB513B7F3C41,5623 S LAFAYETTE AVE,WASHINGTON PARK,3
20162080090000,20-16-208-009,01060000200F910100010000000103000000010000000700000090C2F52879ED314100000000317E3C41C0F528DC79ED314160B81E05197E3C41305C8FC204ED314100000080157E3C41F0285C0F04ED3141A047E17A2D7E3C41A0703D0A04ED3141A047E17A2E7E3C41400AD72379ED314100000000327E3C4190C2F52879ED314100000000317E3C41,5648 S SHIELDS AVE,ENGLEWOOD,3
20162090390000,20-16-209-039,01060000200F9101000100000001030000000100000005000000A0703D0A4CEE3141403333B37A7C3C41703D0A574BEE3141403333B3937C3C4140E17A14C1EE314140E17A94977C3C418014AEC7C1EE314140E17A947E7C3C41A0703D0A4CEE3141403333B37A7C3C41,5722 S PRINCETON AVE,ENGLEWOOD,20
20162210160000,20-16-221-016,01060000200F9101000100000001030000000100000008000000305C8FC2CEF5314180C2F5A89D7A3C41F0285C8FD1F5314180EB51B8397A3C4140E17A94B1F53141E07A14AE387A3C41D0A3703DADF53141400AD7A3D37A3C41608FC275ACF53141A047E17AEF7A3C4110D7A370CCF53141A047E17AF07A3C4180EB5138CDF53141E07A14AED47A3C41305C8FC2CEF5314180C2F5A89D7A3C41,5805 S LAFAYETTE AVE 5801 S LAFAYETTE AVE,WASHINGTON PARK,20
20162210170000,20-16-221-017,01060000200F91010001000000010300000001000000060000008014AE47B2F53141403333B31F7A3C4140E17A94B1F53141E07A14AE387A3C41F0285C8FD1F5314180EB51B8397A3C412085EBD115F63141608FC2F53B7A3C410000008016F63141608FC2F5227A3C418014AE47B2F53141403333B31F7A3C41,5817 S LAFAYETTE AVE,WASHINGTON PARK,20
20163010620000,20-16-301-062,01060000200F9101000100000001030000000100000005000000305C8FC29EE53141A0703D8AC7743C412085EB519BE53141608FC2754D753C41E07A142EB4E53141403333334E753C41F051B89EB7E5314160666666C8743C41305C8FC29EE53141A0703D8AC7743C41,638 W 60TH ST,ENGLEWOOD,20
20163080150000,20-16-308-015,01060000200F9101000100000001030000000100000005000000F051B81E46E33141C0F528DC00733C41400AD7232DE33141A099991900733C41C01E85EB29E3314100D7A3F075733C4110AE47E142E33141E0A370BD76733C41F051B81E46E33141C0F528DC00733C41,734 W 61ST ST,ENGLEWOOD,16
20163110040000,20-16-311-004,01060000200F910100010000000103000000010000000700000080EB513859E83141E0A3703DF5743C41D0CCCCCC4FE83141608FC2F5F4743C41D0A3703D3BE83141C0F5285CF4743C4140E17A1438E83141E0A370BD69753C41400AD7A34CE83141606666666A753C41F0285C0F56E83141403333B36A753C4180EB513859E83141E0A3703DF5743C41,537 W 60TH ST,ENGLEWOOD,20
20163110180000,20-16-311-018-0000,01060000200F9101000100000001030000000100000009000000A0999999D0E83141608FC2F56F743C41F0285C8FB7E83141E0A3703D6F743C41C0F5285CA4E83141E07A14AE6E743C4110D7A3F0A0E83141C0CCCC4CE7743C41703D0A57B4E8314120AE47E1E7743C41C0F5285CCDE83141A0999999E8743C41C01E85EBD7E83141C01E85EBE8743C41703D0A57DBE831418014AE4770743C41A0999999D0E83141608FC2F56F743C41,526 W 60TH PL,ENGLEWOOD,20
20163150100000,20-16-315-010,01060000200F9101000100000001030000000100000005000000703D0A574FE33141E07A142E42723C41606666E64BE3314160B81E05BF723C41606666666DE3314100295C0FC0723C412085EBD170E33141C0CCCC4C43723C41703D0A574FE33141E07A142E42723C41,731 W 61ST ST,ENGLEWOOD,16
20163170180000,20-16-317-018,01060000200F910100010000000103000000010000000700000040E17A94A7EA3141608FC275F7713C41608FC2F59CEA3141400AD723F7713C4110D7A3F083EA314120AE4761F6713C41A0703D8A80EA3141803D0AD76F723C41F0285C8F99EA3141E051B89E70723C41E07A142EA4EA314100D7A3F070723C4140E17A94A7EA3141608FC275F7713C41,448 W 61ST PL,ENGLEWOOD,20
20163180330000,20-16-318-033,01060000200F9101000100000001030000000100000005000000305C8F428BE53141205C8FC208713C418014AEC787E531416066666688713C418014AEC7A0E53141205C8F4289713C41305C8F42A4E53141A099999909713C41305C8F428BE53141205C8FC208713C41,643 W 61ST PL,ENGLEWOOD,16
20163180340000,20-16-318-034,01060000200F9101000100000001030000000100000005000000305C8F42A4E53141A099999909713C418014AEC7A0E53141205C8F4289713C41305C8FC2B9E53141400AD7238A713C41D0A3703DBDE53141C01E856B0A713C41305C8F42A4E53141A099999909713C41,641 W 61ST PL,ENGLEWOOD,16
20163190130000,20-16-319-013,01060000200F910100010000000103000000010000000900000090C2F5A835E93141205C8FC230713C4140E17A941CE93141C01E85EB2F713C41E07A142E19E9314180EB5138A8713C41305C8F4232E9314140E17A14A9713C412085EB514BE93141608FC2F5A9713C41400AD72355E93141C0CCCC4CAA713C41F0285C8F58E93141606666E631713C41D0A370BD4EE9314140E17A9431713C4190C2F5A835E93141205C8FC230713C41,515 W 61ST PL,ENGLEWOOD,20
20163220100000,20-16-322-010,01060000200F9101000100000001030000000100000005000000D0CCCCCC13E93141608FC2F5E46F3C41C0F5285C10E93141A099991965703C41C0F5285C25E93141205C8FC265703C41D0CCCCCC28E9314140E17A94E56F3C41D0CCCCCC13E93141608FC2F5E46F3C41,519 W 62ND ST,ENGLEWOOD,20
20163230220000,20-16-323-022,01060000200F9101000100000001030000000100000005000000F0285C8FC7EA31418014AE47616F3C41B047E1FAC3EA3141E07A14AEE16F3C4140E17A14F6EA3141E051B81EE36F3C41E07A14AEF9EA314180EB51B8626F3C41F0285C8FC7EA31418014AE47616F3C41,442 W ENGLEWOOD AVE,ENGLEWOOD,20
20164000030000,20-16-400-003,01060000200F9101000100000001030000000100000005000000E07A142E02ED3141C0CCCC4CC0773C4180EB51B8FEEC31418014AE473B783C41606666E636ED314100295C0F3D783C41C0F5285C3AED3141400AD723C2773C41E07A142E02ED3141C0CCCC4CC0773C41,343 W 59TH ST,ENGLEWOOD,20
20164020220000,20-16-402-022,01060000200F9101000100000001030000000100000005000000606666669DED3141A0703D8AEB753C4110AE47E199ED3141C0F528DC67763C41703D0AD7CBED31410000008069763C41C0F5285CCFED3141400AD723ED753C41606666669DED3141A0703D8AEB753C41,330 W 60TH ST,ENGLEWOOD,20
20164020230000,20-16-402-023,01060000200F9101000100000001030000000100000005000000C0F5285CCFED3141400AD723ED753C41703D0AD7CBED31410000008069763C412085EBD1F0ED314180EB51B86A763C41703D0A57F4ED31412085EB51EE753C41C0F5285CCFED3141400AD723ED753C41,326 W 60TH ST,ENGLEWOOD,20
20164070120000,20-16-407-012,01060000200F9101000100000001030000000100000007000000F051B81E84EE3141C0CCCC4C33753C41F051B81E74EE31412085EBD132753C41400AD7A3DDED31412085EB512E753C41A0703D0ADAED3141608FC275AB753C4150B81E8570EE3141E0A3703DB0753C410000008080EE3141E0A370BDB0753C41F051B81E84EE3141C0CCCC4C33753C41,313 W 60TH ST,ENGLEWOOD,20
20164150440000,20-16-415-044,01060000200F910100010000000103000000010000003F000000608FC275C5ED314180EB513851723C4140E17A14C5ED3141E07A142E60723C41F0285C0FDEED314180EB51B860723C41A0703D0AF7ED3141205C8F4261723C41A0703D0A10EE31412085EBD161723C41A0703D0A29EE3141C0F5285C62723C4150B81E0542EE3141606666E662723C4150B81E055BEE314100D7A37063723C41A0703D0A6FEE314120AE47E163723C4110AE476172EE3141E051B81EE7713C41606666663DEE314100000080E5713C41F051B89E37EE3141A0999999E9713C418014AE4735EE314100D7A370EB713C41608FC2F532EE31418014AE47ED713C41400AD7A330EE3141400AD723EF713C412085EB512EEE314100000000F1713C4150B81E052CEE3141C0F528DCF2713C41303333B329EE3141E0A370BDF4713C416066666627EE3141A0999999F6713C41F051B81E25EE314100000080F8713C412085EBD122EE314120AE4761FA713C41A0703D8A20EE31418014AE47FC713C41305C8F421EEE3141E07A142EFE713C41B047E1FA1BEE3141A099991900723C4180EB51B819EE31410000000002723C4110D7A37017EE3141C01E85EB03723C41E07A142E15EE3141C0F528DC05723C4110D7A3F012EE31418014AEC707723C41E07A14AE10EE314180EB51B809723C4110D7A3700EEE3141E07A14AE0B723C41303333330CEE3141E051B89E0D723C41B047E1FA09EE314140E17A940F723C41D0A370BD07EE3141A0703D8A11723C4150B81E8505EE314160B81E8513723C41D0CCCC4C03EE31410000008015723C41A099991901EE3141A047E17A17723C4110AE47E1FEED3141608FC27519723C41E07A14AEFCED3141608FC2751B723C41B047E17AFAED3141608FC2751D723C41D0CCCC4CF8ED3141608FC2751F723C41F051B81EF6ED3141608FC27521723C4110D7A3F0F3ED3141A047E17A23723C41305C8FC2F1ED31410000008025723C41A0999999EFED3141A0703D8A27723C41C01E856BEDED314100295C8F29723C418014AE47EBED3141A09999992B723C41F051B81EE9ED314180C2F5A82D723C41B047E1FAE6ED3141403333B32F723C41703D0AD7E4ED3141205C8FC231723C41303333B3E2ED31412085EBD133723C41F0285C8FE0ED3141606666E635723C4110D7A370DEED3141A047E1FA37723C412085EB51DCED314100295C0F3A723C4180EB5138DAED3141400AD7233C723C41A0999919D8ED3141E0A3703D3E723C4100000000D6ED31412085EB5140723C41606666E6D3ED314100D7A37042723C412085EBD1D1ED3141A0703D8A44723C4180EB51B8CFED314180C2F5A846723C41400AD7A3CDED31418014AEC748723C4140E17A94CBED3141606666E64A723C4100000080C9ED3141A0703D0A4D723C41608FC275C5ED314180EB513851723C41,320 W 61ST PL,ENGLEWOOD,20
20164150480000,20-16-415-048,01060000200F9101000100000001030000000100000006000000C0F5285CA9EE3141C0CCCCCCE8713C41C0F5285C90EE3141A0703D0AE8713C4110AE47618EEE31410000000032723C41C0F5285CA7EE3141205C8FC232723C4150B81E05A8EE3141803D0A571A723C41C0F5285CA9EE3141C0CCCCCCE8713C41,310 W 61ST PL,ENGLEWOOD,20
20171020140000,20-17-102-014,01060000200F9101000100000001030000000100000005000000703D0AD74FD03141A047E17A22803C41F0285C0FD4CF3141A047E17A1F803C41608FC275D3CF3141A047E17A38803C41303333334FD03141A047E17A3B803C41703D0AD74FD03141A047E17A22803C41,5527 S LAFLIN ST,WEST ENGLEWOOD,16
20171060030000,20-17-106-003,01060000200F910100010000000103000000010000000900000050B81E0578D53141C0CCCC4CD1803C4150B81E055FD53141E051B89ED0803C4150B81E0546D5314100D7A3F0CF803C41606666E641D531412085EB5165813C41606666E65AD5314160B81E0566813C41606666E673D5314180EB51B866813C41606666E68CD53141C01E856B67813C4150B81E0591D53141A047E1FAD1803C4150B81E0578D53141C0CCCC4CD1803C41,1247 W GARFIELD BLVD,WEST ENGLEWOOD,16
20171200290000,20-17-120-029,01060000200F910100010000000103000000010000000500000080EB51388ED3314100295C0F357C3C41400AD7A311D33141403333B3317C3C4110D7A3F010D33141403333B34A7C3C4150B81E858DD3314100295C0F4E7C3C4180EB51388ED3314100295C0F357C3C41,5710 S ADA ST,WEST ENGLEWOOD,16
20171200370000,20-17-120-037,01060000200F9101000100000001030000000100000005000000D0A370BD93D3314100295C0F6D7B3C4140E17A1417D33141403333B3697B3C416066666616D33141403333B3827B3C41F0285C0F93D3314100295C0F867B3C41D0A370BD93D3314100295C0F6D7B3C41,5730 S ADA ST,WEST ENGLEWOOD,16
20171260160000,20-17-126-016,01060000200F9101000100000001030000000100000005000000606666668ED03141803D0AD786793C41E07A14AE8DD031412085EBD19F793C41E07A142E09D13141A047E17AA3793C41C0F528DC09D13141000000808A793C41606666668ED03141803D0AD786793C41,5812 S BISHOP ST,WEST ENGLEWOOD,16
20171260170000,20-17-126-017,01060000200F9101000100000001030000000100000005000000A09999198FD03141C0F528DC6D793C41606666668ED03141803D0AD786793C41C0F528DC09D13141000000808A793C41A0703D8A0AD1314160B81E8571793C41A09999198FD03141C0F528DC6D793C41,5814 S BISHOP ST,WEST ENGLEWOOD,16
